record_id,person_id,journey_id,trip_num,mode,rr_role,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,o_county,d_county,peak_period,is_peak,survey_travtime,model_travtime,scenario,service_date,tt_1_min,tt_1_offset_min,tt_2_min,tt_2_offset_min,tt_3_min,tt_3_offset_min,tt_4_min,tt_4_offset_min,tt_5_min,tt_5_offset_min,tt_6_min,tt_6_offset_min,tt_7_min,tt_7_offset_min,tt_8_min,tt_8_offset_min,n_ok,tt_mean_min,tt_sd_min
3521040208,35210402,11696,8,22,rail_leg,17:51,1071,-75.1648345113326,39.9541020155151,-75.1325211942729,40.0941668713503,42101,42091,pm_peak,TRUE,29,33.845095,cut,20251105,42.1166666666667,-29.75,41.6166666666667,-21.25,47.1166666666667,-12.75,38.6166666666667,-4.25,40.1166666666667,4.25,67.6166666666667,12.75,59.1166666666667,21.25,50.6166666666667,29.75,8,48.3666666666667,10.285218242007
3531220101,35312201,11880,1,22,rail_leg,6:55,415,-75.4630660144789,40.0474160739304,-75.1779217463161,39.9533873770951,42029,42101,am_peak,TRUE,55,45.65507,cut,20251105,64.65,-29.75,86.15,-21.25,77.65,-12.75,69.15,-4.25,90.65,4.25,82.15,12.75,73.65,21.25,65.15,29.75,8,76.15,9.68798961896341
3531220102,35312201,11881,2,22,rail_leg,17:25,1045,-75.1779217463161,39.9533873770951,-75.4630660144789,40.0474160739304,42101,42029,pm_peak,TRUE,110,46.637494,cut,20251105,66.3666666666667,-29.75,87.8666666666667,-21.25,79.3666666666667,-12.75,70.8666666666667,-4.25,62.3666666666667,4.25,64.8666666666667,12.75,75.3666666666667,21.25,66.8666666666667,29.75,8,71.7416666666667,8.6178800840379
3565060101,35650601,12536,1,22,rail_leg,9:30,570,-75.1813387898497,40.0295103180276,-75.173930383129,39.954707841715,42101,42101,off_peak,FALSE,60,30.031529,cut,20251105,51.3333333333333,-29.75,50.5833333333333,-21.25,42.0833333333333,-12.75,33.5833333333333,-4.25,60.1,4.25,51.6,12.75,68.0833333333333,21.25,59.5833333333333,29.75,8,52.11875,10.8351479707302
3568880102,35688801,12619,2,22,rail_leg,9:16,556,-74.9853265543148,40.0477525065309,-75.1928742171467,39.9459041130135,42101,42101,am_peak,TRUE,50,42.914459,cut,20251105,81.0666666666667,-29.75,72.5666666666667,-21.25,64.0666666666667,-12.75,100.566666666667,-4.25,92.0666666666667,4.25,98.5666666666667,12.75,90.0666666666667,21.25,81.5666666666667,29.75,8,85.0666666666667,12.6603994520597
3568880103,35688801,12619,3,14,feeder_leg,11:45,705,-75.1928742171467,39.9459041130135,-75.1588750233838,39.9528401835985,42101,42101,off_peak,FALSE,25,24.491364,cut,20251105,26.05,-29.75,29.3333333333333,-21.25,35.05,-12.75,26.55,-4.25,29.05,4.25,42.4166666666667,12.75,33.9166666666667,21.25,26.55,29.75,8,31.1145833333333,5.67994548864408
3568880202,35688802,12623,2,22,rail_leg,9:16,556,-74.9853265543148,40.0477525065309,-75.1928742171467,39.9459041130135,42101,42101,am_peak,TRUE,48,42.914459,cut,20251105,81.0666666666667,-29.75,72.5666666666667,-21.25,64.0666666666667,-12.75,100.566666666667,-4.25,92.0666666666667,4.25,98.5666666666667,12.75,90.0666666666667,21.25,81.5666666666667,29.75,8,85.0666666666667,12.6603994520597
3568880203,35688802,12623,3,14,feeder_leg,11:45,705,-75.1928742171467,39.9459041130135,-75.1588750233838,39.9528401835985,42101,42101,off_peak,FALSE,25,24.491364,cut,20251105,26.05,-29.75,29.3333333333333,-21.25,35.05,-12.75,26.55,-4.25,29.05,4.25,42.4166666666667,12.75,33.9166666666667,21.25,26.55,29.75,8,31.1145833333333,5.67994548864408
3574140203,35741402,12735,3,22,rail_leg,6:58,418,-75.5182227312107,40.0361776802347,-75.1588750233838,39.9528401835985,42029,42101,am_peak,TRUE,48,52.859265,cut,20251105,95.05,-29.75,86.55,-21.25,78.05,-12.75,69.55,-4.25,91.05,4.25,82.55,12.75,74.05,21.25,95.55,29.75,8,84.05,9.68798961896341
3613500206,36135002,13374,6,22,rail_leg,16:00,960,-75.1612826317197,39.9532127364358,-75.1612826317197,39.9532127364358,42101,42101,pm_peak,TRUE,,4.127778,cut,20251105,6.86666666666667,-29.75,8.68333333333333,-21.25,12.1833333333333,-12.75,10.3666666666667,-4.25,11.4166666666667,4.25,8.36666666666667,12.75,10.4166666666667,21.25,6.36666666666667,29.75,8,9.33333333333333,2.10260609267461
